FILEID,STUSAB,SUMLEV,LOGRECNO,REGION,DIVISION,STATE,COUNTY,TRACT,BLOCK,P0010001
SF1ST,OH,101,109523,2,3,39,49,9000,2027,12
SF1ST,OH,101,109524,2,3,39,49,9000,2028,64
SF1ST,OH,101,109525,2,3,39,49,9000,2029,59
SF1ST,OH,101,109526,2,3,39,49,9000,2030,22
SF1ST,OH,101,109527,2,3,39,49,9000,2031,47
SF1ST,OH,101,109528,2,3,39,49,9000,2032,22
SF1ST,OH,101,109530,2,3,39,49,9000,3000,86
SF1ST,OH,101,109531,2,3,39,49,9000,3001,76
SF1ST,OH,101,109532,2,3,39,49,9000,3002,57
SF1ST,OH,101,109533,2,3,39,49,9000,3003,1
SF1ST,OH,101,109534,2,3,39,49,9000,3004,33
SF1ST,OH,101,109535,2,3,39,49,9000,3005,38
SF1ST,OH,101,109536,2,3,39,49,9000,3006,28
SF1ST,OH,101,109537,2,3,39,49,9000,3007,14
SF1ST,OH,101,109538,2,3,39,49,9000,3008,28
SF1ST,OH,101,109539,2,3,39,49,9000,3009,28
SF1ST,OH,101,109540,2,3,39,49,9000,3010,21
SF1ST,OH,101,109541,2,3,39,49,9000,3011,33
SF1ST,OH,101,109542,2,3,39,49,9000,3012,42
SF1ST,OH,101,109543,2,3,39,49,9000,3013,52
SF1ST,OH,101,109544,2,3,39,49,9000,3014,56
SF1ST,OH,101,109545,2,3,39,49,9000,3015,57
SF1ST,OH,101,109546,2,3,39,49,9000,3016,64
SF1ST,OH,101,109549,2,3,39,49,9100,1000,11
SF1ST,OH,101,109550,2,3,39,49,9100,1001,32
SF1ST,OH,101,109551,2,3,39,49,9100,1002,62
SF1ST,OH,101,109552,2,3,39,49,9100,1003,61
SF1ST,OH,101,109553,2,3,39,49,9100,1004,56
SF1ST,OH,101,109554,2,3,39,49,9100,1005,91
SF1ST,OH,101,109555,2,3,39,49,9100,1006,91
SF1ST,OH,101,109556,2,3,39,49,9100,1007,51
SF1ST,OH,101,109557,2,3,39,49,9100,1008,67
SF1ST,OH,101,109558,2,3,39,49,9100,1009,10
SF1ST,OH,101,109559,2,3,39,49,9100,1010,9
SF1ST,OH,101,109560,2,3,39,49,9100,1011,52
SF1ST,OH,101,109561,2,3,39,49,9100,1012,53
SF1ST,OH,101,109562,2,3,39,49,9100,1013,109
SF1ST,OH,101,109563,2,3,39,49,9100,1014,97
SF1ST,OH,101,109564,2,3,39,49,9100,1015,117
SF1ST,OH,101,109565,2,3,39,49,9100,1016,0
SF1ST,OH,101,109566,2,3,39,49,9100,1017,37
SF1ST,OH,101,109567,2,3,39,49,9100,1018,28
SF1ST,OH,101,109568,2,3,39,49,9100,1019,113
SF1ST,OH,101,109570,2,3,39,49,9100,2000,186
SF1ST,OH,101,109571,2,3,39,49,9100,2001,115
SF1ST,OH,101,109572,2,3,39,49,9100,2002,120
SF1ST,OH,101,109573,2,3,39,49,9100,2003,173
SF1ST,OH,101,109574,2,3,39,49,9100,2004,130
SF1ST,OH,101,109575,2,3,39,49,9100,2005,139
SF1ST,OH,101,109576,2,3,39,49,9100,2006,113
SF1ST,OH,101,109578,2,3,39,49,9100,3000,25
SF1ST,OH,101,109579,2,3,39,49,9100,3001,31
SF1ST,OH,101,109580,2,3,39,49,9100,3002,52
SF1ST,OH,101,109581,2,3,39,49,9100,3003,33
SF1ST,OH,101,109582,2,3,39,49,9100,3004,38
SF1ST,OH,101,109583,2,3,39,49,9100,3005,44
SF1ST,OH,101,109584,2,3,39,49,9100,3006,40
SF1ST,OH,101,109585,2,3,39,49,9100,3007,60
SF1ST,OH,101,109586,2,3,39,49,9100,3008,45
SF1ST,OH,101,109587,2,3,39,49,9100,3009,36
SF1ST,OH,101,109588,2,3,39,49,9100,3010,40
SF1ST,OH,101,109589,2,3,39,49,9100,3011,39
SF1ST,OH,101,109590,2,3,39,49,9100,3012,25
SF1ST,OH,101,109591,2,3,39,49,9100,3013,53
SF1ST,OH,101,109592,2,3,39,49,9100,3014,47
SF1ST,OH,101,109593,2,3,39,49,9100,3015,48
SF1ST,OH,101,109594,2,3,39,49,9100,3016,43
SF1ST,OH,101,109595,2,3,39,49,9100,3017,53
SF1ST,OH,101,109597,2,3,39,49,9100,4000,53
SF1ST,OH,101,109598,2,3,39,49,9100,4001,41
SF1ST,OH,101,109599,2,3,39,49,9100,4002,57
SF1ST,OH,101,109600,2,3,39,49,9100,4003,44
SF1ST,OH,101,109601,2,3,39,49,9100,4004,40
SF1ST,OH,101,109602,2,3,39,49,9100,4005,48
SF1ST,OH,101,109603,2,3,39,49,9100,4006,46
SF1ST,OH,101,109604,2,3,39,49,9100,4007,47
SF1ST,OH,101,109605,2,3,39,49,9100,4008,61
SF1ST,OH,101,109606,2,3,39,49,9100,4009,40
SF1ST,OH,101,109607,2,3,39,49,9100,4010,45
SF1ST,OH,101,109608,2,3,39,49,9100,4011,45
SF1ST,OH,101,109609,2,3,39,49,9100,4012,52
SF1ST,OH,101,109610,2,3,39,49,9100,4013,54
SF1ST,OH,101,109611,2,3,39,49,9100,4014,52
SF1ST,OH,101,109612,2,3,39,49,9100,4015,45
SF1ST,OH,101,109613,2,3,39,49,9100,4016,34
SF1ST,OH,101,109614,2,3,39,49,9100,4017,71
SF1ST,OH,101,109615,2,3,39,49,9100,4018,20
SF1ST,OH,101,109616,2,3,39,49,9100,4019,31
SF1ST,OH,101,109618,2,3,39,49,9100,5000,34
SF1ST,OH,101,109619,2,3,39,49,9100,5001,82
SF1ST,OH,101,109620,2,3,39,49,9100,5002,65
SF1ST,OH,101,109621,2,3,39,49,9100,5003,102
SF1ST,OH,101,109622,2,3,39,49,9100,5004,0
SF1ST,OH,101,109623,2,3,39,49,9100,5005,0
SF1ST,OH,101,109624,2,3,39,49,9100,5006,83
SF1ST,OH,101,109625,2,3,39,49,9100,5007,81
SF1ST,OH,101,109626,2,3,39,49,9100,5008,96
SF1ST,OH,101,109627,2,3,39,49,9100,5009,109
SF1ST,OH,101,109628,2,3,39,49,9100,5010,95
SF1ST,OH,101,109629,2,3,39,49,9100,5011,94
SF1ST,OH,101,109630,2,3,39,49,9100,5012,95
SF1ST,OH,101,109635,2,3,39,49,7120,1000,0
SF1ST,OH,101,109636,2,3,39,49,7120,1001,0
SF1ST,OH,101,109637,2,3,39,49,7120,1002,118
SF1ST,OH,101,109638,2,3,39,49,7120,1003,260
SF1ST,OH,101,109639,2,3,39,49,7120,1004,14
SF1ST,OH,101,109640,2,3,39,49,7120,1005,17
SF1ST,OH,101,109641,2,3,39,49,7120,1006,168
SF1ST,OH,101,109642,2,3,39,49,7120,1007,58
SF1ST,OH,101,109643,2,3,39,49,7120,1008,63
SF1ST,OH,101,109644,2,3,39,49,7120,1009,47
SF1ST,OH,101,109645,2,3,39,49,7120,1010,0
SF1ST,OH,101,109646,2,3,39,49,7120,1011,0
SF1ST,OH,101,109647,2,3,39,49,7120,1012,72
SF1ST,OH,101,109648,2,3,39,49,7120,1013,96
SF1ST,OH,101,109649,2,3,39,49,7120,1014,122
SF1ST,OH,101,109650,2,3,39,49,7120,1015,90
SF1ST,OH,101,109651,2,3,39,49,7120,1016,76
SF1ST,OH,101,109652,2,3,39,49,7120,1017,172
SF1ST,OH,101,109653,2,3,39,49,7120,1018,253
SF1ST,OH,101,109654,2,3,39,49,7120,1019,63
SF1ST,OH,101,109655,2,3,39,49,7120,1020,76
SF1ST,OH,101,109656,2,3,39,49,7120,1021,63
SF1ST,OH,101,109657,2,3,39,49,7120,1022,96
SF1ST,OH,101,109658,2,3,39,49,7120,1023,14
SF1ST,OH,101,109660,2,3,39,49,7120,2000,0
SF1ST,OH,101,109661,2,3,39,49,7120,2001,200
SF1ST,OH,101,109662,2,3,39,49,7120,2002,31
SF1ST,OH,101,109663,2,3,39,49,7120,2003,127
SF1ST,OH,101,109664,2,3,39,49,7120,2004,87
SF1ST,OH,101,109665,2,3,39,49,7120,2005,64
SF1ST,OH,101,109666,2,3,39,49,7120,2006,92
SF1ST,OH,101,109667,2,3,39,49,7120,2007,78
SF1ST,OH,101,109668,2,3,39,49,7120,2008,53
SF1ST,OH,101,109669,2,3,39,49,7120,2009,152
SF1ST,OH,101,109670,2,3,39,49,7120,2010,41
SF1ST,OH,101,109671,2,3,39,49,7120,2011,24
SF1ST,OH,101,109672,2,3,39,49,7120,2012,81
SF1ST,OH,101,109673,2,3,39,49,7120,2013,46
SF1ST,OH,101,109674,2,3,39,49,7120,2014,18
SF1ST,OH,101,109675,2,3,39,49,7120,2015,0
SF1ST,OH,101,109676,2,3,39,49,7120,2016,428
SF1ST,OH,101,109677,2,3,39,49,7120,2017,0
SF1ST,OH,101,109678,2,3,39,49,7120,2018,0
SF1ST,OH,101,109679,2,3,39,49,7120,2019,0
SF1ST,OH,101,109680,2,3,39,49,7120,2020,110
SF1ST,OH,101,109682,2,3,39,49,7120,3000,0
SF1ST,OH,101,109683,2,3,39,49,7120,3003,0
SF1ST,OH,101,109684,2,3,39,49,7120,3004,0
SF1ST,OH,101,109685,2,3,39,49,7120,3005,0
SF1ST,OH,101,109686,2,3,39,49,7120,3006,0
SF1ST,OH,101,109687,2,3,39,49,7120,3007,0
SF1ST,OH,101,109688,2,3,39,49,7120,3008,188
SF1ST,OH,101,109689,2,3,39,49,7120,3009,40
SF1ST,OH,101,109690,2,3,39,49,7120,3010,61
SF1ST,OH,101,109691,2,3,39,49,7120,3011,74
SF1ST,OH,101,109692,2,3,39,49,7120,3012,0
SF1ST,OH,101,109693,2,3,39,49,7120,3013,0
SF1ST,OH,101,109694,2,3,39,49,7120,3014,0
SF1ST,OH,101,109695,2,3,39,49,7120,3015,137
SF1ST,OH,101,109696,2,3,39,49,7120,3016,87
SF1ST,OH,101,109697,2,3,39,49,7120,3017,63
SF1ST,OH,101,109698,2,3,39,49,7120,3018,87
SF1ST,OH,101,109699,2,3,39,49,7120,3019,0
SF1ST,OH,101,109700,2,3,39,49,7120,3020,0
SF1ST,OH,101,109701,2,3,39,49,7120,3021,0
SF1ST,OH,101,109702,2,3,39,49,7120,3022,0
SF1ST,OH,101,109703,2,3,39,49,7120,3048,104
SF1ST,OH,101,109704,2,3,39,49,7120,3049,91
SF1ST,OH,101,109705,2,3,39,49,7120,3050,102
SF1ST,OH,101,109708,2,3,39,49,7199,1000,0
SF1ST,OH,101,109709,2,3,39,49,7199,1001,0
SF1ST,OH,101,109710,2,3,39,49,7199,1002,0
SF1ST,OH,101,109712,2,3,39,49,7199,3000,0
SF1ST,OH,101,109713,2,3,39,49,7199,3001,0
SF1ST,OH,101,109717,2,3,39,49,7112,1006,71
SF1ST,OH,101,109719,2,3,39,49,7112,2000,198
SF1ST,OH,101,109720,2,3,39,49,7112,2002,0
SF1ST,OH,101,109721,2,3,39,49,7112,2005,35
SF1ST,OH,101,109722,2,3,39,49,7112,2008,158
SF1ST,OH,101,109723,2,3,39,49,7112,2009,120
SF1ST,OH,101,109724,2,3,39,49,7112,2010,261
SF1ST,OH,101,109725,2,3,39,49,7112,2011,0
SF1ST,OH,101,109726,2,3,39,49,7112,2012,39
SF1ST,OH,101,109727,2,3,39,49,7112,2013,19
SF1ST,OH,101,109728,2,3,39,49,7112,2017,90
SF1ST,OH,101,109729,2,3,39,49,7112,2018,37
SF1ST,OH,101,109730,2,3,39,49,7112,2020,118
SF1ST,OH,101,109731,2,3,39,49,7112,2021,25
SF1ST,OH,101,109732,2,3,39,49,7112,2022,39
SF1ST,OH,101,109733,2,3,39,49,7112,2023,51
SF1ST,OH,101,109736,2,3,39,49,7113,2006,11
SF1ST,OH,101,109739,2,3,39,49,7120,3044,0
SF1ST,OH,101,109740,2,3,39,49,7120,3045,0
SF1ST,OH,101,109744,2,3,39,49,7112,1011,49
SF1ST,OH,101,109745,2,3,39,49,7112,1013,0
SF1ST,OH,101,109746,2,3,39,49,7112,1014,3
SF1ST,OH,101,109747,2,3,39,49,7112,1015,0
SF1ST,OH,101,109748,2,3,39,49,7112,1016,39
SF1ST,OH,101,109749,2,3,39,49,7112,1018,2
SF1ST,OH,101,109750,2,3,39,49,7112,1019,43
SF1ST,OH,101,109751,2,3,39,49,7112,1020,75
SF1ST,OH,101,109753,2,3,39,49,7112,2007,0
SF1ST,OH,101,109755,2,3,39,49,7112,3006,5
SF1ST,OH,101,109756,2,3,39,49,7112,3019,8
SF1ST,OH,101,109757,2,3,39,49,7112,3021,6
SF1ST,OH,101,109758,2,3,39,49,7112,3022,37
SF1ST,OH,101,109759,2,3,39,49,7112,3025,19
SF1ST,OH,101,109760,2,3,39,49,7112,3026,11
SF1ST,OH,101,109761,2,3,39,49,7112,3027,15
SF1ST,OH,101,109762,2,3,39,49,7112,3028,0
SF1ST,OH,101,109763,2,3,39,49,7112,3029,0
SF1ST,OH,101,109764,2,3,39,49,7112,3030,0
SF1ST,OH,101,109765,2,3,39,49,7112,3032,15
SF1ST,OH,101,109766,2,3,39,49,7112,3033,27
SF1ST,OH,101,109767,2,3,39,49,7112,3036,55
SF1ST,OH,101,109768,2,3,39,49,7112,3037,0
SF1ST,OH,101,109769,2,3,39,49,7112,3040,0
SF1ST,OH,101,109770,2,3,39,49,7112,3041,0
SF1ST,OH,101,109773,2,3,39,49,7113,1009,0
SF1ST,OH,101,109774,2,3,39,49,7113,1010,0
SF1ST,OH,101,109776,2,3,39,49,7113,2004,0
SF1ST,OH,101,109777,2,3,39,49,7113,2005,0
SF1ST,OH,101,109778,2,3,39,49,7113,2011,2
SF1ST,OH,101,109780,2,3,39,49,7113,3001,0
SF1ST,OH,101,109781,2,3,39,49,7113,3006,0
SF1ST,OH,101,109782,2,3,39,49,7113,3019,0
SF1ST,OH,101,109783,2,3,39,49,7113,3021,0
SF1ST,OH,101,109784,2,3,39,49,7113,3027,0
SF1ST,OH,101,109785,2,3,39,49,7113,3028,0
SF1ST,OH,101,109786,2,3,39,49,7113,3030,0
SF1ST,OH,101,109787,2,3,39,49,7113,3031,0
SF1ST,OH,101,109790,2,3,39,49,7114,1014,0
SF1ST,OH,101,109791,2,3,39,49,7114,1016,0
SF1ST,OH,101,109792,2,3,39,49,7114,1017,0
SF1ST,OH,101,109793,2,3,39,49,7114,1020,0
SF1ST,OH,101,109794,2,3,39,49,7114,1021,0
SF1ST,OH,101,109795,2,3,39,49,7114,1023,0
SF1ST,OH,101,109796,2,3,39,49,7114,1025,0
SF1ST,OH,101,109797,2,3,39,49,7114,1026,0
SF1ST,OH,101,109798,2,3,39,49,7114,1027,0
SF1ST,OH,101,109799,2,3,39,49,7114,1031,0
SF1ST,OH,101,109801,2,3,39,49,7114,3000,0
SF1ST,OH,101,109802,2,3,39,49,7114,3001,0
SF1ST,OH,101,109803,2,3,39,49,7114,3002,0
SF1ST,OH,101,109804,2,3,39,49,7114,3005,0
SF1ST,OH,101,109805,2,3,39,49,7114,3006,0
SF1ST,OH,101,109806,2,3,39,49,7114,3007,0
SF1ST,OH,101,109807,2,3,39,49,7114,3027,0
SF1ST,OH,101,109808,2,3,39,49,7114,3028,0
SF1ST,OH,101,109809,2,3,39,49,7114,3029,0
SF1ST,OH,101,109810,2,3,39,49,7114,3030,0
SF1ST,OH,101,109811,2,3,39,49,7114,3031,0
SF1ST,OH,101,109812,2,3,39,49,7114,3060,30
SF1ST,OH,101,109813,2,3,39,49,7114,3061,8
SF1ST,OH,101,109814,2,3,39,49,7114,3062,0
SF1ST,OH,101,109817,2,3,39,49,7115,4002,2
SF1ST,OH,101,109819,2,3,39,49,7115,5003,0
SF1ST,OH,101,109822,2,3,39,49,7120,3026,0
SF1ST,OH,101,109823,2,3,39,49,7120,3027,0
SF1ST,OH,101,109824,2,3,39,49,7120,3034,0
SF1ST,OH,101,109825,2,3,39,49,7120,3036,0
SF1ST,OH,101,109826,2,3,39,49,7120,3037,0
SF1ST,OH,101,109827,2,3,39,49,7120,3038,0
SF1ST,OH,101,109828,2,3,39,49,7120,3039,0
SF1ST,OH,101,109829,2,3,39,49,7120,3040,0
SF1ST,OH,101,109830,2,3,39,49,7120,3041,0
SF1ST,OH,101,109831,2,3,39,49,7120,3042,0
SF1ST,OH,101,109832,2,3,39,49,7120,3043,0
SF1ST,OH,101,109835,2,3,39,49,7132,2019,0
SF1ST,OH,101,109836,2,3,39,49,7132,2020,0
SF1ST,OH,101,109837,2,3,39,49,7132,2023,0
SF1ST,OH,101,109838,2,3,39,49,7132,2024,0
SF1ST,OH,101,109840,2,3,39,49,7132,4014,0
SF1ST,OH,101,109843,2,3,39,49,7193,2022,0
SF1ST,OH,101,109844,2,3,39,49,7193,2027,15
SF1ST,OH,101,109847,2,3,39,49,7194,3012,0
SF1ST,OH,101,109848,2,3,39,49,7194,3013,13
SF1ST,OH,101,109849,2,3,39,49,7194,3014,14
SF1ST,OH,101,109850,2,3,39,49,7194,3015,53
SF1ST,OH,101,109852,2,3,39,49,7194,4009,0
SF1ST,OH,101,109853,2,3,39,49,7194,4010,0
SF1ST,OH,101,109854,2,3,39,49,7194,4023,71
SF1ST,OH,101,109857,2,3,39,49,7198,1007,1
SF1ST,OH,101,109858,2,3,39,49,7198,1011,50
SF1ST,OH,101,109859,2,3,39,49,7198,1012,31
SF1ST,OH,101,109860,2,3,39,49,7198,1013,35
SF1ST,OH,101,109861,2,3,39,49,7198,1014,34
SF1ST,OH,101,109862,2,3,39,49,7198,1015,40
SF1ST,OH,101,109863,2,3,39,49,7198,1016,67
SF1ST,OH,101,109864,2,3,39,49,7198,1017,19
SF1ST,OH,101,109865,2,3,39,49,7198,1019,0
SF1ST,OH,101,109866,2,3,39,49,7198,1020,195
SF1ST,OH,101,109867,2,3,39,49,7198,1022,17
SF1ST,OH,101,109868,2,3,39,49,7198,1023,151
SF1ST,OH,101,109869,2,3,39,49,7198,1024,282
SF1ST,OH,101,109870,2,3,39,49,7198,1025,73
SF1ST,OH,101,109871,2,3,39,49,7198,1026,62
SF1ST,OH,101,109872,2,3,39,49,7198,1027,68
SF1ST,OH,101,109873,2,3,39,49,7198,1028,50
SF1ST,OH,101,109874,2,3,39,49,7198,1029,68
SF1ST,OH,101,109875,2,3,39,49,7198,1030,64
SF1ST,OH,101,109876,2,3,39,49,7198,1031,8
SF1ST,OH,101,109877,2,3,39,49,7198,1032,0
SF1ST,OH,101,109878,2,3,39,49,7198,1033,73
SF1ST,OH,101,109879,2,3,39,49,7198,1034,131
SF1ST,OH,101,109880,2,3,39,49,7198,1035,51
SF1ST,OH,101,109881,2,3,39,49,7198,1036,0
SF1ST,OH,101,109882,2,3,39,49,7198,1040,281
SF1ST,OH,101,109885,2,3,39,49,7199,2000,0
SF1ST,OH,101,109886,2,3,39,49,7199,2001,0
SF1ST,OH,101,109887,2,3,39,49,7199,2002,0
SF1ST,OH,101,109888,2,3,39,49,7199,2004,0
SF1ST,OH,101,109889,2,3,39,49,7199,2009,23
SF1ST,OH,101,109890,2,3,39,49,7199,2018,0
SF1ST,OH,101,109891,2,3,39,49,7199,2019,0
SF1ST,OH,101,109892,2,3,39,49,7199,2041,0
SF1ST,OH,101,109893,2,3,39,49,7199,2044,0
SF1ST,OH,101,109894,2,3,39,49,7199,2045,12
SF1ST,OH,101,109895,2,3,39,49,7199,2053,0
SF1ST,OH,101,109897,2,3,39,49,7199,3010,0
SF1ST,OH,101,109898,2,3,39,49,7199,3014,0
SF1ST,OH,101,109899,2,3,39,49,7199,3015,0
SF1ST,OH,101,109902,2,3,39,49,7202,1002,0
SF1ST,OH,101,109903,2,3,39,49,7202,1003,0
SF1ST,OH,101,109904,2,3,39,49,7202,1007,31
SF1ST,OH,101,109905,2,3,39,49,7202,1009,5
SF1ST,OH,101,109906,2,3,39,49,7202,1010,0
SF1ST,OH,101,109907,2,3,39,49,7202,1011,0
SF1ST,OH,101,109908,2,3,39,49,7202,1013,0
SF1ST,OH,101,109909,2,3,39,49,7202,1015,0
SF1ST,OH,101,109910,2,3,39,49,7202,1016,17
SF1ST,OH,101,109911,2,3,39,49,7202,1020,0
SF1ST,OH,101,109913,2,3,39,49,7202,2000,0
SF1ST,OH,101,109914,2,3,39,49,7202,2001,0
SF1ST,OH,101,109915,2,3,39,49,7202,2003,0
SF1ST,OH,101,109916,2,3,39,49,7202,2004,0
SF1ST,OH,101,109917,2,3,39,49,7202,2005,0
SF1ST,OH,101,109918,2,3,39,49,7202,2010,0
SF1ST,OH,101,109919,2,3,39,49,7202,2011,0
SF1ST,OH,101,109920,2,3,39,49,7202,2018,0
SF1ST,OH,101,109921,2,3,39,49,7202,2019,0
SF1ST,OH,101,109922,2,3,39,49,7202,2020,13
SF1ST,OH,101,109923,2,3,39,49,7202,2021,0
SF1ST,OH,101,109924,2,3,39,49,7202,2022,3
SF1ST,OH,101,109925,2,3,39,49,7202,2023,0
SF1ST,OH,101,109928,2,3,39,49,7207,1014,69
SF1ST,OH,101,109929,2,3,39,49,7207,1015,0
SF1ST,OH,101,109931,2,3,39,49,7207,2050,0
SF1ST,OH,101,109932,2,3,39,49,7207,2051,0
SF1ST,OH,101,109934,2,3,39,49,7207,3025,0
SF1ST,OH,101,109935,2,3,39,49,7207,3028,0
SF1ST,OH,101,109936,2,3,39,49,7207,3032,0
SF1ST,OH,101,109937,2,3,39,49,7207,3033,0
SF1ST,OH,101,109938,2,3,39,49,7207,3034,0
SF1ST,OH,101,109941,2,3,39,49,10000,1001,219
SF1ST,OH,101,109942,2,3,39,49,10000,1002,187
SF1ST,OH,101,109943,2,3,39,49,10000,1005,0
SF1ST,OH,101,109944,2,3,39,49,10000,1006,0
SF1ST,OH,101,109945,2,3,39,49,10000,1007,0
SF1ST,OH,101,109947,2,3,39,49,10000,2000,136
SF1ST,OH,101,109948,2,3,39,49,10000,2001,0
SF1ST,OH,101,109949,2,3,39,49,10000,2002,0
SF1ST,OH,101,109950,2,3,39,49,10000,2003,0
SF1ST,OH,101,109951,2,3,39,49,10000,2004,0
SF1ST,OH,101,109952,2,3,39,49,10000,2005,0
