FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,OH,140,0,0,0,3,2691,1400000US39049002780,39049002780,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,2780.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728827,41712,27.8,Census Tract 27.80,S,,2353,1150,39.9439852,-82.9288221,CT,,,2353,2232,1333,858,0,23,0,18,121,108,30,22,9,0,31,10,2,0,4,0,0,0,0,0,0,13,10,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353,80,2273,2192,1320,845,0,22,0,5,81,71,30,20,8,0,5,6,2,0,0,0,0,0,0,0,0,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1927,1139,754,0,21,0,13,81,70,14,16,0,0,26,10,2,0,2,0,0,0,0,0,0,11,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,56,1952,1901,1131,744,0,21,0,5,51,42,14,15,0,0,5,6,2,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1069,81,163,149,0,0,149,0,14,0,0,14
PLST,OH,140,0,0,0,3,2692,1400000US39049002800,39049002800,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142272,0,28.0,Census Tract 28,S,,2461,1370,39.9730499,-82.9648451,CT,,,2461,2257,522,1660,16,10,0,49,204,165,68,7,6,0,39,29,3,0,12,0,0,0,0,1,0,39,27,2,0,6,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,100,2361,2201,505,1655,11,9,0,21,160,129,64,7,6,0,15,29,3,0,4,0,0,0,0,1,0,31,25,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,1739,465,1210,10,9,0,45,124,101,33,7,0,0,25,29,2,0,5,0,0,0,0,0,0,23,16,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,78,1785,1686,449,1207,5,8,0,17,99,78,32,7,0,0,6,29,2,0,2,0,0,0,0,0,0,21,16,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,1113,257,14,0,0,0,0,0,14,0,0,14
PLST,OH,140,0,0,0,3,2693,1400000US39049002900,39049002900,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,2900.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896828,0,29.0,Census Tract 29,S,,2887,1390,39.9756596,-82.9756613,CT,,,2887,2684,354,2231,7,35,4,53,203,170,85,6,3,3,21,14,10,0,26,2,0,0,0,0,0,31,26,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2887,142,2745,2587,333,2204,5,33,4,8,158,134,84,3,2,3,10,14,10,0,6,2,0,0,0,0,0,22,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1717,1610,298,1243,5,27,4,33,107,87,35,3,1,3,10,12,5,0,18,0,0,0,0,0,0,18,14,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1717,82,1635,1556,291,1231,3,25,4,2,79,68,35,3,0,3,6,12,5,0,4,0,0,0,0,0,0,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1390,1184,206,0,0,0,0,0,0,0,0,0,0
PLST,OH,140,0,0,0,3,2694,1400000US39049003000,39049003000,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525168,21265,30.0,Census Tract 30,S,,4189,3181,39.9721799,-82.9948715,CT,,,4189,3920,3162,396,21,277,2,62,269,249,38,27,46,9,102,12,0,0,6,2,0,2,3,2,0,14,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4189,197,3992,3809,3100,394,17,277,2,19,183,169,36,26,44,9,31,12,0,0,4,2,0,0,3,2,0,13,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021,3784,3074,370,19,263,2,56,237,222,33,24,44,9,88,12,0,0,6,2,0,1,1,2,0,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021,172,3849,3686,3022,370,15,263,2,14,163,154,31,24,42,9,27,12,0,0,4,2,0,0,1,2,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181,2586,595,512,0,0,0,0,0,512,406,0,106
PLST,OH,140,0,0,0,3,2695,1400000US39049003200,39049003200,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518513,138984,32.0,Census Tract 32,S,,3500,2327,39.9713801,-83.0131277,CT,,,3500,3279,2855,157,6,150,0,111,221,209,25,27,46,6,97,0,3,0,1,0,0,0,4,0,0,11,1,0,0,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,238,3262,3128,2808,152,2,146,0,20,134,131,23,25,43,6,27,0,2,0,1,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431,3228,2813,157,5,149,0,104,203,198,20,26,45,6,94,0,2,0,1,0,0,0,4,0,0,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431,215,3216,3090,2773,152,1,145,0,19,126,125,18,24,43,6,27,0,2,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,2022,305,361,347,0,0,347,0,14,0,0,14
PLST,OH,140,0,0,0,3,2696,1400000US39049003600,39049003600,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872189,0,36.0,Census Tract 36,S,,2039,1284,39.9685267,-82.9766148,CT,,,2039,1867,746,1035,13,32,0,41,172,161,71,14,20,0,24,17,8,0,3,0,0,1,1,0,2,11,2,1,0,0,1,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,101,1938,1802,721,1018,10,32,0,21,136,131,68,14,18,0,8,14,5,0,3,0,0,0,1,0,0,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,1580,674,824,12,32,0,38,118,108,41,7,20,0,17,14,4,0,2,0,0,0,1,0,2,10,2,1,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,79,1619,1521,649,810,10,32,0,20,98,93,41,7,18,0,6,14,4,0,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,1083,201,11,0,0,0,0,0,11,0,0,11
PLST,OH,140,0,0,0,3,2697,1400000US39049003700,39049003700,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091019,40588,37.0,Census Tract 37,S,,3389,2073,39.9627013,-82.9535872,CT,,,3389,3123,1474,1508,24,39,0,78,266,240,70,26,24,1,65,28,10,0,13,0,0,0,3,0,0,24,6,5,3,4,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,163,3226,3024,1446,1486,21,37,0,34,202,187,70,22,24,1,27,26,10,0,4,0,0,0,3,0,0,15,4,5,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794,2610,1345,1139,20,34,0,72,184,172,46,16,19,1,51,22,10,0,4,0,0,0,3,0,0,12,5,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794,120,2674,2530,1317,1131,20,34,0,28,144,136,46,14,19,1,22,20,10,0,1,0,0,0,3,0,0,8,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,1701,372,18,18,0,18,0,0,0,0,0,0
PLST,OH,140,0,0,0,3,2698,1400000US39049003800,39049003800,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749656,0,38.0,Census Tract 38,S,,2105,1288,39.9628636,-82.9739067,CT,,,2105,1965,1257,638,0,24,2,44,140,122,26,23,8,5,42,6,4,0,6,0,0,2,0,0,0,16,4,3,0,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2105,92,2013,1916,1234,632,0,24,2,24,97,86,26,20,8,3,16,6,4,0,3,0,0,0,0,0,0,10,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1843,1739,1165,513,0,20,2,39,104,96,23,17,8,5,34,6,0,0,1,0,0,2,0,0,0,7,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1843,71,1772,1701,1147,509,0,20,2,23,71,66,23,17,8,3,8,6,0,0,1,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1288,1109,179,153,127,127,0,0,0,26,0,0,26
PLST,OH,140,0,0,0,3,2699,1400000US39049004001,39049004001,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,4001.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775890,690,40.01,Census Tract 40.01,S,,1253,1097,39.9591381,-82.9882259,CT,,,1253,1158,880,194,2,55,0,27,95,78,18,6,13,0,28,2,4,2,5,0,0,0,0,0,0,15,5,0,0,3,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1253,53,1200,1129,862,192,1,55,0,19,71,57,16,6,13,0,10,2,4,2,4,0,0,0,0,0,0,12,3,0,0,3,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1209,1137,863,191,1,55,0,27,72,62,12,5,11,0,27,0,0,2,5,0,0,0,0,0,0,8,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1209,50,1159,1108,845,189,0,55,0,19,51,42,11,5,11,0,9,0,0,2,4,0,0,0,0,0,0,7,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1097,987,110,8,0,0,0,0,0,8,0,0,8
PLST,OH,140,0,0,0,3,2700,1400000US39049004002,39049004002,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,4002.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269467,73669,40.02,Census Tract 40.02,S,,4245,3305,39.9569656,-82.9982603,CT,,,4245,4017,2664,958,13,290,1,91,228,211,33,28,33,1,104,12,0,0,0,0,0,0,0,0,0,16,4,1,0,2,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4245,222,4023,3871,2602,946,8,290,1,24,152,142,33,28,32,0,37,12,0,0,0,0,0,0,0,0,0,9,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4148,3933,2613,936,13,288,1,82,215,201,29,25,30,1,104,12,0,0,0,0,0,0,0,0,0,13,1,1,0,2,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4148,201,3947,3805,2558,926,8,288,1,24,142,132,29,25,29,0,37,12,0,0,0,0,0,0,0,0,0,9,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3305,2647,658,734,500,500,0,0,0,234,0,0,234
PLST,OH,140,0,0,0,3,2701,1400000US39049004200,39049004200,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,4200.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187791,173215,42.0,Census Tract 42,S,,1107,892,39.9597484,-83.012437,CT,,,1107,1026,656,312,6,32,0,20,81,76,22,7,13,0,26,0,2,0,6,0,0,0,0,0,0,5,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,56,1051,986,639,308,4,32,0,3,65,61,22,6,13,0,13,0,2,0,5,0,0,0,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,927,649,221,5,32,0,20,55,54,14,6,8,0,21,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,55,927,887,632,217,3,32,0,3,40,39,14,5,8,0,8,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,669,223,90,0,0,0,0,0,90,0,0,90
PLST,OH,140,0,0,0,3,2702,1400000US39049004301,39049004301,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,4301.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608519,1093586,43.01,Census Tract 43.01,S,,3532,2403,39.9915529,-83.0785043,CT,,,3532,3377,2953,128,5,251,1,39,155,146,37,23,27,0,48,0,1,2,5,0,0,1,0,1,1,8,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532,141,3391,3283,2895,125,1,251,1,10,108,100,37,23,27,0,10,0,1,2,0,0,0,0,0,0,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,3287,2874,128,4,244,1,36,133,125,30,23,27,0,42,0,1,0,1,0,0,0,0,1,0,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,126,3294,3198,2819,125,1,244,1,8,96,89,30,23,27,0,8,0,1,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403,2162,241,0,0,0,0,0,0,0,0,0,0
PLST,OH,140,0,0,0,3,2703,1400000US39049004302,39049004302,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,4302.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523417,200201,43.02,Census Tract 43.02,S,,1740,765,39.9628467,-83.0359857,CT,,,1740,1536,979,428,13,18,1,97,204,190,69,19,7,4,67,6,4,0,12,0,0,0,0,2,0,13,7,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,196,1544,1400,941,422,9,17,1,10,144,131,69,19,6,2,15,6,3,0,11,0,0,0,0,0,0,12,6,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,1152,757,305,9,14,1,66,107,96,27,14,1,1,37,6,3,0,5,0,0,0,0,2,0,11,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,122,1137,1061,735,299,5,13,1,8,76,65,27,14,0,1,9,6,3,0,5,0,0,0,0,0,0,11,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,616,149,6,0,0,0,0,0,6,0,0,6
PLST,OH,140,0,0,0,3,2704,1400000US39049004500,39049004500,2,3,39,1085497,49.0,H1,1074037.0,,,,,,,,,,,,,,,,4500.0,,,,,,,,,,,,,,,,,18140.0,1.0,198.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534380,12005,45.0,Census Tract 45,S,,5048,2031,39.9583312,-83.066357,CT,,,5048,4501,3015,1053,33,58,2,340,547,463,169,90,12,2,144,24,8,0,8,0,0,1,0,1,4,71,17,2,0,2,4,0,41,1,0,0,1,0,1,0,2,0,0,0,0,0,13,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5048,601,4447,4087,2946,1033,20,57,2,29,360,333,159,85,12,2,42,22,8,0,2,0,0,0,0,1,0,26,16,2,0,0,4,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681,3380,2368,692,28,49,2,241,301,252,69,50,3,2,88,23,3,0,8,0,0,1,0,1,4,40,9,0,0,0,0,0,28,1,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681,394,3287,3093,2327,675,20,48,2,21,194,182,69,47,3,2,34,21,3,0,2,0,0,0,0,1,0,11,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,1778,253,205,0,0,0,0,0,205,0,0,205
