"FILEID","STUSAB","SUMLEV","LOGRECNO","REGION","DIVISION","STATE","COUNTY","TRACT","BLOCK","P0010001"
"SF1ST","OH","101",147809,"2","3","39","059","977200","4039",0
"SF1ST","OH","101",147810,"2","3","39","059","977200","4040",1
"SF1ST","OH","101",147811,"2","3","39","059","977200","4041",2
"SF1ST","OH","101",147812,"2","3","39","059","977200","4042",2
"SF1ST","OH","101",147813,"2","3","39","059","977200","4043",10
"SF1ST","OH","101",147814,"2","3","39","059","977200","4044",4
"SF1ST","OH","101",147815,"2","3","39","059","977200","4045",161
"SF1ST","OH","101",147816,"2","3","39","059","977200","4046",26
"SF1ST","OH","101",147817,"2","3","39","059","977200","4047",0
"SF1ST","OH","101",147818,"2","3","39","059","977200","4057",26
"SF1ST","OH","101",147819,"2","3","39","059","977200","4058",0
"SF1ST","OH","101",147820,"2","3","39","059","977200","4082",0
"SF1ST","OH","101",147821,"2","3","39","059","977200","4083",0
"SF1ST","OH","101",147822,"2","3","39","059","977200","4084",0
"SF1ST","OH","101",147823,"2","3","39","059","977200","4085",0
"SF1ST","OH","101",147824,"2","3","39","059","977200","4086",0
"SF1ST","OH","101",147825,"2","3","39","059","977200","4087",193
"SF1ST","OH","101",147826,"2","3","39","059","977200","4088",7
"SF1ST","OH","101",147827,"2","3","39","059","977200","4089",0
"SF1ST","OH","101",147828,"2","3","39","059","977200","4090",7
"SF1ST","OH","101",147829,"2","3","39","059","977200","4091",2
"SF1ST","OH","101",147830,"2","3","39","059","977200","4092",14
"SF1ST","OH","101",147831,"2","3","39","059","977200","4093",3
"SF1ST","OH","101",147832,"2","3","39","059","977200","4094",2
"SF1ST","OH","101",147833,"2","3","39","059","977200","4095",12
"SF1ST","OH","101",147834,"2","3","39","059","977200","4096",6
"SF1ST","OH","101",147835,"2","3","39","059","977200","4097",0
"SF1ST","OH","101",147836,"2","3","39","059","977200","4098",0
"SF1ST","OH","101",147837,"2","3","39","059","977200","4099",0
"SF1ST","OH","101",147838,"2","3","39","059","977200","4100",0
"SF1ST","OH","101",147839,"2","3","39","059","977200","4101",0
"SF1ST","OH","101",147840,"2","3","39","059","977200","4102",0
"SF1ST","OH","101",147841,"2","3","39","059","977200","4103",0
"SF1ST","OH","101",147842,"2","3","39","059","977200","4104",3
"SF1ST","OH","101",147843,"2","3","39","059","977200","4105",0
"SF1ST","OH","101",147844,"2","3","39","059","977200","4113",0
"SF1ST","OH","101",147845,"2","3","39","059","977200","4114",0
"SF1ST","OH","101",147846,"2","3","39","059","977200","4115",0
"SF1ST","OH","101",147847,"2","3","39","059","977200","4117",0
"SF1ST","OH","101",147848,"2","3","39","059","977200","4118",0
"SF1ST","OH","101",147849,"2","3","39","059","977200","4119",0
"SF1ST","OH","101",147850,"2","3","39","059","977200","4122",0
"SF1ST","OH","101",147851,"2","3","39","059","977200","4123",0
"SF1ST","OH","101",147852,"2","3","39","059","977200","4124",80
"SF1ST","OH","101",147853,"2","3","39","059","977200","4125",0
"SF1ST","OH","101",147854,"2","3","39","059","977200","4126",0
"SF1ST","OH","101",147855,"2","3","39","059","977200","4127",17
"SF1ST","OH","101",147856,"2","3","39","059","977200","4130",0
"SF1ST","OH","101",147857,"2","3","39","059","977200","4131",0
"SF1ST","OH","101",147858,"2","3","39","059","977200","4161",0
"SF1ST","OH","101",147861,"2","3","39","059","977300","1002",0
"SF1ST","OH","101",147862,"2","3","39","059","977300","1003",81
"SF1ST","OH","101",147863,"2","3","39","059","977300","1004",93
"SF1ST","OH","101",147864,"2","3","39","059","977300","1005",329
"SF1ST","OH","101",147865,"2","3","39","059","977300","1006",16
"SF1ST","OH","101",147866,"2","3","39","059","977300","1007",33
"SF1ST","OH","101",147867,"2","3","39","059","977300","1008",0
"SF1ST","OH","101",147868,"2","3","39","059","977300","1009",11
"SF1ST","OH","101",147869,"2","3","39","059","977300","1010",30
"SF1ST","OH","101",147870,"2","3","39","059","977300","1053",3
"SF1ST","OH","101",147871,"2","3","39","059","977300","1054",0
"SF1ST","OH","101",147872,"2","3","39","059","977300","1055",0
"SF1ST","OH","101",147873,"2","3","39","059","977300","1056",4
"SF1ST","OH","101",147874,"2","3","39","059","977300","1057",0
"SF1ST","OH","101",147876,"2","3","39","059","977300","2140",18
"SF1ST","OH","101",147877,"2","3","39","059","977300","2141",0
"SF1ST","OH","101",147878,"2","3","39","059","977300","2142",0
"SF1ST","OH","101",147879,"2","3","39","059","977300","2143",2
"SF1ST","OH","101",147882,"2","3","39","059","977400","1011",13
"SF1ST","OH","101",147883,"2","3","39","059","977400","1059",16
"SF1ST","OH","101",147884,"2","3","39","059","977400","1060",0
"SF1ST","OH","101",147887,"2","3","39","059","978000","1060",10
"SF1ST","OH","101",147888,"2","3","39","059","978000","1061",0
"SF1ST","OH","101",147889,"2","3","39","059","978000","1062",0
"SF1ST","OH","101",147890,"2","3","39","059","978000","1063",0
"SF1ST","OH","101",147892,"2","3","39","059","978000","2000",0
"SF1ST","OH","101",147893,"2","3","39","059","978000","2001",13
"SF1ST","OH","101",147898,"2","3","39","059","977300","1011",321
"SF1ST","OH","101",147899,"2","3","39","059","977300","1013",0
"SF1ST","OH","101",147900,"2","3","39","059","977300","1017",0
"SF1ST","OH","101",147901,"2","3","39","059","977300","1019",6
"SF1ST","OH","101",147902,"2","3","39","059","977300","1025",1
"SF1ST","OH","101",147903,"2","3","39","059","977300","1028",11
"SF1ST","OH","101",147904,"2","3","39","059","977300","1041",37
"SF1ST","OH","101",147905,"2","3","39","059","977300","1043",13
"SF1ST","OH","101",147906,"2","3","39","059","977300","1046",136
"SF1ST","OH","101",147907,"2","3","39","059","977300","1047",0
"SF1ST","OH","101",147908,"2","3","39","059","977300","1048",0
"SF1ST","OH","101",147910,"2","3","39","059","977300","2000",0
"SF1ST","OH","101",147911,"2","3","39","059","977300","2001",0
"SF1ST","OH","101",147912,"2","3","39","059","977300","2002",27
"SF1ST","OH","101",147913,"2","3","39","059","977300","2003",2
"SF1ST","OH","101",147914,"2","3","39","059","977300","2004",14
"SF1ST","OH","101",147915,"2","3","39","059","977300","2005",0
"SF1ST","OH","101",147916,"2","3","39","059","977300","2006",0
"SF1ST","OH","101",147917,"2","3","39","059","977300","2007",0
"SF1ST","OH","101",147918,"2","3","39","059","977300","2008",0
"SF1ST","OH","101",147919,"2","3","39","059","977300","2009",0
"SF1ST","OH","101",147920,"2","3","39","059","977300","2011",0
"SF1ST","OH","101",147921,"2","3","39","059","977300","2012",0
"SF1ST","OH","101",147922,"2","3","39","059","977300","2013",0
"SF1ST","OH","101",147923,"2","3","39","059","977300","2014",0
"SF1ST","OH","101",147924,"2","3","39","059","977300","2015",0
"SF1ST","OH","101",147925,"2","3","39","059","977300","2016",0
"SF1ST","OH","101",147926,"2","3","39","059","977300","2017",0
"SF1ST","OH","101",147927,"2","3","39","059","977300","2018",0
"SF1ST","OH","101",147928,"2","3","39","059","977300","2019",9
"SF1ST","OH","101",147929,"2","3","39","059","977300","2020",0
"SF1ST","OH","101",147930,"2","3","39","059","977300","2021",44
"SF1ST","OH","101",147931,"2","3","39","059","977300","2022",20
"SF1ST","OH","101",147932,"2","3","39","059","977300","2023",0
"SF1ST","OH","101",147933,"2","3","39","059","977300","2024",4
"SF1ST","OH","101",147934,"2","3","39","059","977300","2025",0
"SF1ST","OH","101",147935,"2","3","39","059","977300","2026",20
"SF1ST","OH","101",147936,"2","3","39","059","977300","2027",57
"SF1ST","OH","101",147937,"2","3","39","059","977300","2028",0
"SF1ST","OH","101",147938,"2","3","39","059","977300","2029",0
"SF1ST","OH","101",147939,"2","3","39","059","977300","2030",1
"SF1ST","OH","101",147940,"2","3","39","059","977300","2031",8
"SF1ST","OH","101",147941,"2","3","39","059","977300","2032",4
"SF1ST","OH","101",147942,"2","3","39","059","977300","2033",44
"SF1ST","OH","101",147943,"2","3","39","059","977300","2034",17
"SF1ST","OH","101",147944,"2","3","39","059","977300","2035",31
"SF1ST","OH","101",147945,"2","3","39","059","977300","2036",7
"SF1ST","OH","101",147946,"2","3","39","059","977300","2037",3
"SF1ST","OH","101",147947,"2","3","39","059","977300","2038",6
"SF1ST","OH","101",147948,"2","3","39","059","977300","2039",0
"SF1ST","OH","101",147949,"2","3","39","059","977300","2040",9
"SF1ST","OH","101",147950,"2","3","39","059","977300","2041",1
"SF1ST","OH","101",147951,"2","3","39","059","977300","2042",8
"SF1ST","OH","101",147952,"2","3","39","059","977300","2043",0
"SF1ST","OH","101",147953,"2","3","39","059","977300","2044",0
"SF1ST","OH","101",147954,"2","3","39","059","977300","2045",0
"SF1ST","OH","101",147955,"2","3","39","059","977300","2046",12
"SF1ST","OH","101",147956,"2","3","39","059","977300","2047",17
"SF1ST","OH","101",147957,"2","3","39","059","977300","2048",0
"SF1ST","OH","101",147958,"2","3","39","059","977300","2049",2
"SF1ST","OH","101",147959,"2","3","39","059","977300","2050",11
"SF1ST","OH","101",147960,"2","3","39","059","977300","2051",19
"SF1ST","OH","101",147961,"2","3","39","059","977300","2052",0
"SF1ST","OH","101",147962,"2","3","39","059","977300","2053",25
"SF1ST","OH","101",147963,"2","3","39","059","977300","2054",23
"SF1ST","OH","101",147964,"2","3","39","059","977300","2064",216
"SF1ST","OH","101",147965,"2","3","39","059","977300","2065",0
"SF1ST","OH","101",147966,"2","3","39","059","977300","2066",46
"SF1ST","OH","101",147967,"2","3","39","059","977300","2067",23
"SF1ST","OH","101",147968,"2","3","39","059","977300","2068",16
"SF1ST","OH","101",147969,"2","3","39","059","977300","2069",6
"SF1ST","OH","101",147970,"2","3","39","059","977300","2070",44
"SF1ST","OH","101",147971,"2","3","39","059","977300","2071",26
"SF1ST","OH","101",147972,"2","3","39","059","977300","2072",11
"SF1ST","OH","101",147973,"2","3","39","059","977300","2073",3
"SF1ST","OH","101",147974,"2","3","39","059","977300","2074",13
"SF1ST","OH","101",147975,"2","3","39","059","977300","2075",6
"SF1ST","OH","101",147976,"2","3","39","059","977300","2076",6
"SF1ST","OH","101",147977,"2","3","39","059","977300","2077",11
"SF1ST","OH","101",147978,"2","3","39","059","977300","2078",11
"SF1ST","OH","101",147979,"2","3","39","059","977300","2079",6
"SF1ST","OH","101",147980,"2","3","39","059","977300","2080",5
"SF1ST","OH","101",147981,"2","3","39","059","977300","2081",21
"SF1ST","OH","101",147982,"2","3","39","059","977300","2082",8
"SF1ST","OH","101",147983,"2","3","39","059","977300","2083",14
"SF1ST","OH","101",147984,"2","3","39","059","977300","2084",2
"SF1ST","OH","101",147985,"2","3","39","059","977300","2085",16
"SF1ST","OH","101",147986,"2","3","39","059","977300","2086",11
"SF1ST","OH","101",147987,"2","3","39","059","977300","2087",2
"SF1ST","OH","101",147988,"2","3","39","059","977300","2088",11
"SF1ST","OH","101",147989,"2","3","39","059","977300","2089",2
"SF1ST","OH","101",147990,"2","3","39","059","977300","2090",9
"SF1ST","OH","101",147991,"2","3","39","059","977300","2091",9
"SF1ST","OH","101",147992,"2","3","39","059","977300","2092",9
"SF1ST","OH","101",147993,"2","3","39","059","977300","2093",12
"SF1ST","OH","101",147994,"2","3","39","059","977300","2094",5
"SF1ST","OH","101",147995,"2","3","39","059","977300","2095",9
"SF1ST","OH","101",147996,"2","3","39","059","977300","2096",1
"SF1ST","OH","101",147997,"2","3","39","059","977300","2097",10
"SF1ST","OH","101",147998,"2","3","39","059","977300","2098",8
"SF1ST","OH","101",147999,"2","3","39","059","977300","2099",9
"SF1ST","OH","101",148000,"2","3","39","059","977300","2100",13
"SF1ST","OH","101",148001,"2","3","39","059","977300","2101",2
"SF1ST","OH","101",148002,"2","3","39","059","977300","2102",6
"SF1ST","OH","101",148003,"2","3","39","059","977300","2103",5
"SF1ST","OH","101",148004,"2","3","39","059","977300","2104",8
"SF1ST","OH","101",148005,"2","3","39","059","977300","2105",7
"SF1ST","OH","101",148006,"2","3","39","059","977300","2106",5
"SF1ST","OH","101",148007,"2","3","39","059","977300","2107",8
"SF1ST","OH","101",148008,"2","3","39","059","977300","2108",4
"SF1ST","OH","101",148009,"2","3","39","059","977300","2109",8
"SF1ST","OH","101",148010,"2","3","39","059","977300","2110",7
"SF1ST","OH","101",148011,"2","3","39","059","977300","2111",6
"SF1ST","OH","101",148012,"2","3","39","059","977300","2112",3
"SF1ST","OH","101",148013,"2","3","39","059","977300","2113",3
"SF1ST","OH","101",148014,"2","3","39","059","977300","2114",6
"SF1ST","OH","101",148015,"2","3","39","059","977300","2115",5
"SF1ST","OH","101",148016,"2","3","39","059","977300","2116",8
"SF1ST","OH","101",148017,"2","3","39","059","977300","2117",10
"SF1ST","OH","101",148018,"2","3","39","059","977300","2118",15
"SF1ST","OH","101",148019,"2","3","39","059","977300","2119",4
"SF1ST","OH","101",148020,"2","3","39","059","977300","2120",0
"SF1ST","OH","101",148021,"2","3","39","059","977300","2123",0
"SF1ST","OH","101",148022,"2","3","39","059","977300","2124",3
"SF1ST","OH","101",148023,"2","3","39","059","977300","2125",0
"SF1ST","OH","101",148024,"2","3","39","059","977300","2129",0
"SF1ST","OH","101",148025,"2","3","39","059","977300","2130",0
"SF1ST","OH","101",148026,"2","3","39","059","977300","2132",0
"SF1ST","OH","101",148027,"2","3","39","059","977300","2148",16
"SF1ST","OH","101",148028,"2","3","39","059","977300","2149",13
"SF1ST","OH","101",148029,"2","3","39","059","977300","2151",0
"SF1ST","OH","101",148030,"2","3","39","059","977300","2152",0
"SF1ST","OH","101",148031,"2","3","39","059","977300","2153",0
"SF1ST","OH","101",148033,"2","3","39","059","977300","3000",84
"SF1ST","OH","101",148034,"2","3","39","059","977300","3001",5
"SF1ST","OH","101",148035,"2","3","39","059","977300","3002",0
"SF1ST","OH","101",148036,"2","3","39","059","977300","3003",1
"SF1ST","OH","101",148037,"2","3","39","059","977300","3004",0
"SF1ST","OH","101",148038,"2","3","39","059","977300","3005",45
"SF1ST","OH","101",148039,"2","3","39","059","977300","3006",6
"SF1ST","OH","101",148040,"2","3","39","059","977300","3007",4
"SF1ST","OH","101",148041,"2","3","39","059","977300","3008",10
"SF1ST","OH","101",148042,"2","3","39","059","977300","3009",0
"SF1ST","OH","101",148043,"2","3","39","059","977300","3010",10
"SF1ST","OH","101",148044,"2","3","39","059","977300","3011",5
"SF1ST","OH","101",148045,"2","3","39","059","977300","3012",2
"SF1ST","OH","101",148046,"2","3","39","059","977300","3013",12
"SF1ST","OH","101",148047,"2","3","39","059","977300","3014",7
"SF1ST","OH","101",148048,"2","3","39","059","977300","3015",6
"SF1ST","OH","101",148049,"2","3","39","059","977300","3016",15
"SF1ST","OH","101",148050,"2","3","39","059","977300","3017",2
"SF1ST","OH","101",148051,"2","3","39","059","977300","3018",9
"SF1ST","OH","101",148052,"2","3","39","059","977300","3019",9
"SF1ST","OH","101",148053,"2","3","39","059","977300","3020",9
"SF1ST","OH","101",148054,"2","3","39","059","977300","3021",7
"SF1ST","OH","101",148055,"2","3","39","059","977300","3022",20
"SF1ST","OH","101",148056,"2","3","39","059","977300","3023",9
"SF1ST","OH","101",148057,"2","3","39","059","977300","3024",19
"SF1ST","OH","101",148058,"2","3","39","059","977300","3025",0
"SF1ST","OH","101",148059,"2","3","39","059","977300","3026",7
"SF1ST","OH","101",148060,"2","3","39","059","977300","3027",6
"SF1ST","OH","101",148061,"2","3","39","059","977300","3028",6
"SF1ST","OH","101",148062,"2","3","39","059","977300","3029",7
"SF1ST","OH","101",148063,"2","3","39","059","977300","3030",6
"SF1ST","OH","101",148064,"2","3","39","059","977300","3031",2
"SF1ST","OH","101",148065,"2","3","39","059","977300","3032",6
"SF1ST","OH","101",148066,"2","3","39","059","977300","3033",5
"SF1ST","OH","101",148067,"2","3","39","059","977300","3034",29
"SF1ST","OH","101",148068,"2","3","39","059","977300","3035",5
"SF1ST","OH","101",148069,"2","3","39","059","977300","3036",9
"SF1ST","OH","101",148070,"2","3","39","059","977300","3037",3
"SF1ST","OH","101",148071,"2","3","39","059","977300","3038",11
"SF1ST","OH","101",148072,"2","3","39","059","977300","3039",46
"SF1ST","OH","101",148073,"2","3","39","059","977300","3040",0
"SF1ST","OH","101",148074,"2","3","39","059","977300","3041",0
"SF1ST","OH","101",148075,"2","3","39","059","977300","3042",0
"SF1ST","OH","101",148076,"2","3","39","059","977300","3043",3
"SF1ST","OH","101",148077,"2","3","39","059","977300","3044",1
"SF1ST","OH","101",148078,"2","3","39","059","977300","3048",6
"SF1ST","OH","101",148079,"2","3","39","059","977300","3049",0
"SF1ST","OH","101",148080,"2","3","39","059","977300","3050",0
"SF1ST","OH","101",148081,"2","3","39","059","977300","3051",0
"SF1ST","OH","101",148082,"2","3","39","059","977300","3052",0
"SF1ST","OH","101",148083,"2","3","39","059","977300","3053",5
"SF1ST","OH","101",148084,"2","3","39","059","977300","3054",4
"SF1ST","OH","101",148085,"2","3","39","059","977300","3055",0
"SF1ST","OH","101",148086,"2","3","39","059","977300","3056",0
"SF1ST","OH","101",148087,"2","3","39","059","977300","3057",0
"SF1ST","OH","101",148088,"2","3","39","059","977300","3058",13
"SF1ST","OH","101",148089,"2","3","39","059","977300","3059",4
"SF1ST","OH","101",148090,"2","3","39","059","977300","3060",11
"SF1ST","OH","101",148091,"2","3","39","059","977300","3061",7
"SF1ST","OH","101",148092,"2","3","39","059","977300","3062",2
"SF1ST","OH","101",148093,"2","3","39","059","977300","3063",0
"SF1ST","OH","101",148094,"2","3","39","059","977300","3064",9
"SF1ST","OH","101",148095,"2","3","39","059","977300","3065",9
"SF1ST","OH","101",148096,"2","3","39","059","977300","3066",6
"SF1ST","OH","101",148097,"2","3","39","059","977300","3067",8
"SF1ST","OH","101",148098,"2","3","39","059","977300","3068",3
"SF1ST","OH","101",148099,"2","3","39","059","977300","3069",7
"SF1ST","OH","101",148100,"2","3","39","059","977300","3070",0
"SF1ST","OH","101",148101,"2","3","39","059","977300","3071",0
"SF1ST","OH","101",148102,"2","3","39","059","977300","3072",0
"SF1ST","OH","101",148103,"2","3","39","059","977300","3073",2
"SF1ST","OH","101",148104,"2","3","39","059","977300","3074",5
"SF1ST","OH","101",148105,"2","3","39","059","977300","3075",10
"SF1ST","OH","101",148106,"2","3","39","059","977300","3076",5
"SF1ST","OH","101",148107,"2","3","39","059","977300","3077",0
"SF1ST","OH","101",148108,"2","3","39","059","977300","3079",0
"SF1ST","OH","101",148109,"2","3","39","059","977300","3080",0
"SF1ST","OH","101",148110,"2","3","39","059","977300","3081",8
"SF1ST","OH","101",148111,"2","3","39","059","977300","3082",0
"SF1ST","OH","101",148112,"2","3","39","059","977300","3083",0
"SF1ST","OH","101",148113,"2","3","39","059","977300","3084",0
"SF1ST","OH","101",148114,"2","3","39","059","977300","3085",0
"SF1ST","OH","101",148115,"2","3","39","059","977300","3087",0
"SF1ST","OH","101",148116,"2","3","39","059","977300","3088",0
"SF1ST","OH","101",148117,"2","3","39","059","977300","3089",0
"SF1ST","OH","101",148118,"2","3","39","059","977300","3090",0
"SF1ST","OH","101",148119,"2","3","39","059","977300","3091",0
"SF1ST","OH","101",148120,"2","3","39","059","977300","3092",0
"SF1ST","OH","101",148121,"2","3","39","059","977300","3093",0
"SF1ST","OH","101",148122,"2","3","39","059","977300","3095",0
"SF1ST","OH","101",148123,"2","3","39","059","977300","3096",65
"SF1ST","OH","101",148124,"2","3","39","059","977300","3098",0
"SF1ST","OH","101",148125,"2","3","39","059","977300","3101",0
"SF1ST","OH","101",148126,"2","3","39","059","977300","3102",0
"SF1ST","OH","101",148127,"2","3","39","059","977300","3103",0
"SF1ST","OH","101",148128,"2","3","39","059","977300","3104",0
"SF1ST","OH","101",148129,"2","3","39","059","977300","3105",0
"SF1ST","OH","101",148130,"2","3","39","059","977300","3107",0
"SF1ST","OH","101",148131,"2","3","39","059","977300","3108",0
"SF1ST","OH","101",148134,"2","3","39","059","977400","1022",0
"SF1ST","OH","101",148135,"2","3","39","059","977400","1029",102
"SF1ST","OH","101",148136,"2","3","39","059","977400","1068",0
"SF1ST","OH","101",148137,"2","3","39","059","977400","1079",0
"SF1ST","OH","101",148138,"2","3","39","059","977400","1081",156
"SF1ST","OH","101",148139,"2","3","39","059","977400","1082",22
"SF1ST","OH","101",148140,"2","3","39","059","977400","1083",12
"SF1ST","OH","101",148141,"2","3","39","059","977400","1084",3
"SF1ST","OH","101",148142,"2","3","39","059","977400","1085",0
"SF1ST","OH","101",148143,"2","3","39","059","977400","1092",0
"SF1ST","OH","101",148144,"2","3","39","059","977400","1093",66
"SF1ST","OH","101",148145,"2","3","39","059","977400","1094",0
"SF1ST","OH","101",148146,"2","3","39","059","977400","1095",0
"SF1ST","OH","101",148147,"2","3","39","059","977400","1096",0
"SF1ST","OH","101",148148,"2","3","39","059","977400","1097",244
"SF1ST","OH","101",148149,"2","3","39","059","977400","1098",0
"SF1ST","OH","101",148150,"2","3","39","059","977400","1099",0
"SF1ST","OH","101",148151,"2","3","39","059","977400","1100",0
"SF1ST","OH","101",148152,"2","3","39","059","977400","1101",0
"SF1ST","OH","101",148154,"2","3","39","059","977400","2001",0
"SF1ST","OH","101",148155,"2","3","39","059","977400","2002",172
"SF1ST","OH","101",148156,"2","3","39","059","977400","2003",3
"SF1ST","OH","101",148157,"2","3","39","059","977400","2004",0
"SF1ST","OH","101",148158,"2","3","39","059","977400","2005",26
"SF1ST","OH","101",148159,"2","3","39","059","977400","2006",45
"SF1ST","OH","101",148160,"2","3","39","059","977400","2007",0
"SF1ST","OH","101",148161,"2","3","39","059","977400","2008",8
"SF1ST","OH","101",148162,"2","3","39","059","977400","2009",0
"SF1ST","OH","101",148163,"2","3","39","059","977400","2010",0
"SF1ST","OH","101",148164,"2","3","39","059","977400","2011",24
"SF1ST","OH","101",148165,"2","3","39","059","977400","2012",75
"SF1ST","OH","101",148166,"2","3","39","059","977400","2013",0
"SF1ST","OH","101",148167,"2","3","39","059","977400","2014",17
"SF1ST","OH","101",148168,"2","3","39","059","977400","2015",0
"SF1ST","OH","101",148169,"2","3","39","059","977400","2016",12
"SF1ST","OH","101",148170,"2","3","39","059","977400","2017",12
"SF1ST","OH","101",148171,"2","3","39","059","977400","2018",21
"SF1ST","OH","101",148172,"2","3","39","059","977400","2019",0
"SF1ST","OH","101",148173,"2","3","39","059","977400","2020",22
"SF1ST","OH","101",148174,"2","3","39","059","977400","2021",8
"SF1ST","OH","101",148175,"2","3","39","059","977400","2022",19
"SF1ST","OH","101",148176,"2","3","39","059","977400","2023",24
"SF1ST","OH","101",148177,"2","3","39","059","977400","2025",37
"SF1ST","OH","101",148178,"2","3","39","059","977400","2026",0
"SF1ST","OH","101",148179,"2","3","39","059","977400","2027",0
"SF1ST","OH","101",148180,"2","3","39","059","977400","2028",0
"SF1ST","OH","101",148181,"2","3","39","059","977400","2029",0
"SF1ST","OH","101",148182,"2","3","39","059","977400","2030",0
"SF1ST","OH","101",148183,"2","3","39","059","977400","2031",0
"SF1ST","OH","101",148184,"2","3","39","059","977400","2032",0
"SF1ST","OH","101",148185,"2","3","39","059","977400","2033",0
"SF1ST","OH","101",148186,"2","3","39","059","977400","2034",0
"SF1ST","OH","101",148187,"2","3","39","059","977400","2035",0
"SF1ST","OH","101",148188,"2","3","39","059","977400","2036",18
"SF1ST","OH","101",148189,"2","3","39","059","977400","2037",13
"SF1ST","OH","101",148190,"2","3","39","059","977400","2038",13
"SF1ST","OH","101",148191,"2","3","39","059","977400","2039",17
"SF1ST","OH","101",148192,"2","3","39","059","977400","2040",16
"SF1ST","OH","101",148193,"2","3","39","059","977400","2041",5
"SF1ST","OH","101",148194,"2","3","39","059","977400","2042",16
"SF1ST","OH","101",148195,"2","3","39","059","977400","2043",19
"SF1ST","OH","101",148196,"2","3","39","059","977400","2044",0
"SF1ST","OH","101",148198,"2","3","39","059","977400","3000",82
"SF1ST","OH","101",148199,"2","3","39","059","977400","3001",10
"SF1ST","OH","101",148200,"2","3","39","059","977400","3002",20
"SF1ST","OH","101",148201,"2","3","39","059","977400","3003",6
"SF1ST","OH","101",148202,"2","3","39","059","977400","3004",17
"SF1ST","OH","101",148203,"2","3","39","059","977400","3005",15
"SF1ST","OH","101",148204,"2","3","39","059","977400","3006",14
"SF1ST","OH","101",148205,"2","3","39","059","977400","3007",15
"SF1ST","OH","101",148206,"2","3","39","059","977400","3008",17
